10:49:39 ControllerMethods/Register/register.js ERROR:  {"code":11000,"index":0,"errmsg":"E11000 duplicate key error collection: mentoid.users index: userName_1 dup key: { : \"EydeKinder61\" }","op":{"updatedAt":"2018-02-22T10:49:32.671Z","createdAt":"2018-02-22T10:49:32.671Z","firstName":"Eyde","lastName":"Kinder","userName":"EydeKinder61","email":"EydeKinder61@gmail.com","age":113,"password":"$2a$10$ZsoNgx/rLF3dE1mD3CPhkOv3ERnNbQokkP2MWNAOaANOewU8a3wO.","confirmPassword":"$2a$10$SlIb6ssVHT2PVEH1d385Jek3Mg7bFnpqqAv1lz.hkNa36E9wpAl/q","language":"English","terms":true,"basicRegistrationComplete":true,"areasOfInterestRegistrationComplete":false,"isUserLoggedIn":true,"_id":"5a8ea03c2ef670418cda940e","mentees":[],"mentors":[],"menteeSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"mentorSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"education":[],"jobHistory":[],"areasOfInterest":[],"__v":0}}

10:49:41 ControllerMethods/Register/register.js ERROR:  {"code":11000,"index":0,"errmsg":"E11000 duplicate key error collection: mentoid.users index: userName_1 dup key: { : \"EydeKinder61\" }","op":{"updatedAt":"2018-02-22T10:49:32.797Z","createdAt":"2018-02-22T10:49:32.797Z","firstName":"Eyde","lastName":"Kinder","userName":"EydeKinder61","email":"EydeKinder61@gmail.com","age":113,"password":"$2a$10$brb1dZ.cVHTblUYCpajxcOJCPjdU0aAv7m0gtrYje0vsJPtNKunxi","confirmPassword":"$2a$10$n4gq0FoLn1i2Cl5txQHWgeyr3/IZqhlL.unEJUmaKDkxoRqgpDNEq","language":"English","terms":true,"basicRegistrationComplete":true,"areasOfInterestRegistrationComplete":false,"isUserLoggedIn":true,"_id":"5a8ea03c2ef670418cda940f","mentees":[],"mentors":[],"menteeSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"mentorSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"education":[],"jobHistory":[],"areasOfInterest":[],"__v":0}}

10:49:41 ControllerMethods/Register/register.js ERROR:  {"code":11000,"index":0,"errmsg":"E11000 duplicate key error collection: mentoid.users index: userName_1 dup key: { : \"RayOttomanelli81\" }","op":{"updatedAt":"2018-02-22T10:49:33.056Z","createdAt":"2018-02-22T10:49:33.056Z","firstName":"Ray","lastName":"Ottomanelli","userName":"RayOttomanelli81","email":"RayOttomanelli81@gmail.com","age":20,"password":"$2a$10$64I8iHbqtEEO1cINBd9YP.JseQXYFbqAsxwlvg.XhKhKFwIHa.yUy","confirmPassword":"$2a$10$9hPRvA6uCWPuMGGYYsEz6eTt8Q4ROUnOk6BDjzS2WqU7kwoZHoxgq","language":"English","terms":true,"basicRegistrationComplete":true,"areasOfInterestRegistrationComplete":false,"isUserLoggedIn":true,"_id":"5a8ea03d2ef670418cda9412","mentees":[],"mentors":[],"menteeSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"mentorSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"education":[],"jobHistory":[],"areasOfInterest":[],"__v":0}}

10:49:41 ControllerMethods/Register/register.js ERROR:  {"code":11000,"index":0,"errmsg":"E11000 duplicate key error collection: mentoid.users index: userName_1 dup key: { : \"RayOttomanelli81\" }","op":{"updatedAt":"2018-02-22T10:49:33.062Z","createdAt":"2018-02-22T10:49:33.062Z","firstName":"Ray","lastName":"Ottomanelli","userName":"RayOttomanelli81","email":"RayOttomanelli81@gmail.com","age":20,"password":"$2a$10$b/1Zi6WgCeggAqPaCmIIYOrGK1oggitcUbbxUCaLidHR5k7XDEDRq","confirmPassword":"$2a$10$Z5xS9lwGVZi.aVACWBDlx.j5fBE5IXD9IclKJANRuGvK0Y1VZMkxW","language":"English","terms":true,"basicRegistrationComplete":true,"areasOfInterestRegistrationComplete":false,"isUserLoggedIn":true,"_id":"5a8ea03d2ef670418cda9413","mentees":[],"mentors":[],"menteeSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"mentorSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"education":[],"jobHistory":[],"areasOfInterest":[],"__v":0}}

10:49:41 ControllerMethods/Register/register.js ERROR:  {"code":11000,"index":0,"errmsg":"E11000 duplicate key error collection: mentoid.users index: userName_1 dup key: { : \"NolaDelay01\" }","op":{"updatedAt":"2018-02-22T10:49:33.071Z","createdAt":"2018-02-22T10:49:33.071Z","firstName":"Nola","lastName":"Delay","userName":"NolaDelay01","email":"NolaDelay01@gmail.com","age":39,"password":"$2a$10$RZsNstolKZL6ByXt1Ly6IuqIMq3cH24abY35dF0wi9xVwcjwHnKP2","confirmPassword":"$2a$10$fudrVxKIcSHckCnIFk879e5qUCDLpJB7g20JRXQWBdj5ldXmZ/LUS","language":"English","terms":true,"basicRegistrationComplete":true,"areasOfInterestRegistrationComplete":false,"isUserLoggedIn":true,"_id":"5a8ea03d2ef670418cda9415","mentees":[],"mentors":[],"menteeSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"mentorSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"education":[],"jobHistory":[],"areasOfInterest":[],"__v":0}}

10:49:41 ControllerMethods/Register/register.js ERROR:  {"code":11000,"index":0,"errmsg":"E11000 duplicate key error collection: mentoid.users index: userName_1 dup key: { : \"CassandraTolton71\" }","op":{"updatedAt":"2018-02-22T10:49:33.087Z","createdAt":"2018-02-22T10:49:33.087Z","firstName":"Cassandra","lastName":"Tolton","userName":"CassandraTolton71","email":"CassandraTolton71@gmail.com","age":95,"password":"$2a$10$bUYlQC4/egeIiBQJJMlQFuFbR8Cw8UDczCQ1aBvYbK.slsw3Z7rjS","confirmPassword":"$2a$10$E.To.ZqI.xQsd7gsxVv4DuAO48ymr6ZGc9kUxOxYuZv2/.jed9kFq","language":"English","terms":true,"basicRegistrationComplete":true,"areasOfInterestRegistrationComplete":false,"isUserLoggedIn":true,"_id":"5a8ea03d2ef670418cda9419","mentees":[],"mentors":[],"menteeSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"mentorSettings":{"prefferedEducation":[],"languages":[],"prefferedMentoringFormats":[],"areasOfInterest":[]},"education":[],"jobHistory":[],"areasOfInterest":[],"__v":0}}
